Topic,Title,Tier,Difficulty,URL,Slug
SQL Injection,Blind SQL injection with conditional responses,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-conditional-responses,lab-conditional-responses
SQL Injection,Blind SQL injection with conditional errors,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-conditional-errors,lab-conditional-errors
SQL Injection,Visible error-based SQL injection,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-sql-injection-visible-error-based,lab-sql-injection-visible-error-based
SQL Injection,Blind SQL injection with time delays,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-time-delays,lab-time-delays
SQL Injection,Blind SQL injection with time delays and information retrieval,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-time-delays-info-retrieval,lab-time-delays-info-retrieval
SQL Injection,Blind SQL injection with out-of-band interaction,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-out-of-band,lab-out-of-band
SQL Injection,Blind SQL injection with out-of-band data exfiltration,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/blind/lab-out-of-band-data-exfiltration,lab-out-of-band-data-exfiltration
SQL Injection,SQL injection with filter bypass via XML encoding,🟢 FREE,Practitioner,https://portswigger.net/web-security/sql-injection/lab-sql-injection-with-filter-bypass-via-xml-encoding,lab-sql-injection-with-filter-bypass-via-xml-encoding
OS Command Injection,"OS command injection, simple case",🟢 FREE,Apprentice,https://portswigger.net/web-security/os-command-injection/lab-simple,lab-simple
OS Command Injection,Blind OS command injection with time delays,🟢 FREE,Practitioner,https://portswigger.net/web-security/os-command-injection/lab-blind-time-delays,lab-blind-time-delays
OS Command Injection,Blind OS command injection with output redirection,🟢 FREE,Practitioner,https://portswigger.net/web-security/os-command-injection/lab-blind-output-redirection,lab-blind-output-redirection
OS Command Injection,Blind OS command injection with out-of-band interaction,🟢 FREE,Practitioner,https://portswigger.net/web-security/os-command-injection/lab-blind-out-of-band,lab-blind-out-of-band
OS Command Injection,Blind OS command injection with out-of-band data exfiltration,🟢 FREE,Practitioner,https://portswigger.net/web-security/os-command-injection/lab-blind-out-of-band-data-exfiltration,lab-blind-out-of-band-data-exfiltration
Path Traversal,"File path traversal, simple case",🟢 FREE,Apprentice,https://portswigger.net/web-security/file-path-traversal/lab-simple,lab-simple
Path Traversal,"File path traversal, traversal sequences blocked with absolute path bypass",🟢 FREE,Practitioner,https://portswigger.net/web-security/file-path-traversal/lab-absolute-path-bypass,lab-absolute-path-bypass
Path Traversal,"File path traversal, traversal sequences stripped non-recursively",🟢 FREE,Practitioner,https://portswigger.net/web-security/file-path-traversal/lab-sequences-stripped-non-recursively,lab-sequences-stripped-non-recursively
Path Traversal,"File path traversal, traversal sequences stripped with superfluous URL-decode",🟢 FREE,Practitioner,https://portswigger.net/web-security/file-path-traversal/lab-superfluous-url-decode,lab-superfluous-url-decode
Path Traversal,"File path traversal, validation of start of path",🟢 FREE,Practitioner,https://portswigger.net/web-security/file-path-traversal/lab-validate-start-of-path,lab-validate-start-of-path
Path Traversal,"File path traversal, validation of file extension with null byte bypass",🟢 FREE,Practitioner,https://portswigger.net/web-security/file-path-traversal/lab-validate-file-extension-null-byte-bypass,lab-validate-file-extension-null-byte-bypass
Information Disclosure,Information disclosure in error messages,🟢 FREE,Apprentice,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-in-error-messages,lab-infoleak-in-error-messages
Information Disclosure,Information disclosure on debug page,🟢 FREE,Apprentice,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-on-debug-page,lab-infoleak-on-debug-page
Information Disclosure,Source code disclosure via backup files,🟢 FREE,Apprentice,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-via-backup-files,lab-infoleak-via-backup-files
Information Disclosure,Authentication bypass via information disclosure,🟢 FREE,Apprentice,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-authentication-bypass,lab-infoleak-authentication-bypass
Information Disclosure,Information disclosure in version control history,🟢 FREE,Practitioner,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-in-version-control-history,lab-infoleak-in-version-control-history
Authentication,Username enumeration via different responses,🟢 FREE,Apprentice,https://portswigger.net/web-security/authentication/password-based/lab-username-enumeration-via-different-responses,lab-username-enumeration-via-different-responses
Authentication,2FA simple bypass,🟢 FREE,Apprentice,https://portswigger.net/web-security/authentication/multi-factor/lab-2fa-simple-bypass,lab-2fa-simple-bypass
Authentication,Password reset broken logic,🟢 FREE,Apprentice,https://portswigger.net/web-security/authentication/other-mechanisms/lab-password-reset-broken-logic,lab-password-reset-broken-logic
Authentication,Username enumeration via subtly different responses,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/password-based/lab-username-enumeration-via-subtly-different-responses,lab-username-enumeration-via-subtly-different-responses
Authentication,Username enumeration via response timing,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/password-based/lab-username-enumeration-via-response-timing,lab-username-enumeration-via-response-timing
Authentication,"Broken brute-force protection, IP block",🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/password-based/lab-broken-bruteforce-protection-ip-block,lab-broken-bruteforce-protection-ip-block
Authentication,Username enumeration via account lock,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/password-based/lab-username-enumeration-via-account-lock,lab-username-enumeration-via-account-lock
Authentication,2FA broken logic,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/multi-factor/lab-2fa-broken-logic,lab-2fa-broken-logic
Authentication,Brute-forcing a stay-logged-in cookie,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/other-mechanisms/lab-brute-forcing-a-stay-logged-in-cookie,lab-brute-forcing-a-stay-logged-in-cookie
Authentication,Offline password cracking,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/other-mechanisms/lab-offline-password-cracking,lab-offline-password-cracking
Authentication,Password reset poisoning via middleware,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/other-mechanisms/lab-password-reset-poisoning-via-middleware,lab-password-reset-poisoning-via-middleware
Authentication,Password brute-force via password change,🟢 FREE,Practitioner,https://portswigger.net/web-security/authentication/other-mechanisms/lab-password-brute-force-via-password-change,lab-password-brute-force-via-password-change
Authentication,"Broken brute-force protection, multiple credentials per request",🟢 FREE,Expert,https://portswigger.net/web-security/authentication/password-based/lab-broken-brute-force-protection-multiple-credentials-per-request,lab-broken-brute-force-protection-multiple-credentials-per-request
Authentication,2FA bypass using a brute-force attack,🟢 FREE,Expert,https://portswigger.net/web-security/authentication/multi-factor/lab-2fa-bypass-using-a-brute-force-attack,lab-2fa-bypass-using-a-brute-force-attack
Access Control,Unprotected admin functionality,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-unprotected-admin-functionality,lab-unprotected-admin-functionality
Access Control,Unprotected admin functionality with unpredictable URL,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-unprotected-admin-functionality-with-unpredictable-url,lab-unprotected-admin-functionality-with-unpredictable-url
Access Control,User role controlled by request parameter,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-user-role-controlled-by-request-parameter,lab-user-role-controlled-by-request-parameter
Access Control,User role can be modified in user profile,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-user-role-can-be-modified-in-user-profile,lab-user-role-can-be-modified-in-user-profile
Access Control,User ID controlled by request parameter,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-user-id-controlled-by-request-parameter,lab-user-id-controlled-by-request-parameter
Access Control,"User ID controlled by request parameter, with unpredictable user IDs",🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-user-id-controlled-by-request-parameter-with-unpredictable-user-ids,lab-user-id-controlled-by-request-parameter-with-unpredictable-user-ids
Access Control,User ID controlled by request parameter with data leakage in redirect,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-user-id-controlled-by-request-parameter-with-data-leakage-in-redirect,lab-user-id-controlled-by-request-parameter-with-data-leakage-in-redirect
Access Control,User ID controlled by request parameter with password disclosure,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-user-id-controlled-by-request-parameter-with-password-disclosure,lab-user-id-controlled-by-request-parameter-with-password-disclosure
Access Control,Insecure direct object references,🟢 FREE,Apprentice,https://portswigger.net/web-security/access-control/lab-insecure-direct-object-references,lab-insecure-direct-object-references
Access Control,URL-based access control can be circumvented,🟢 FREE,Practitioner,https://portswigger.net/web-security/access-control/lab-url-based-access-control-can-be-circumvented,lab-url-based-access-control-can-be-circumvented
Access Control,Method-based access control can be circumvented,🟢 FREE,Practitioner,https://portswigger.net/web-security/access-control/lab-method-based-access-control-can-be-circumvented,lab-method-based-access-control-can-be-circumvented
Access Control,Multi-step process with no access control on one step,🟢 FREE,Practitioner,https://portswigger.net/web-security/access-control/lab-multi-step-process-with-no-access-control-on-one-step,lab-multi-step-process-with-no-access-control-on-one-step
Access Control,Referer-based access control,🟢 FREE,Practitioner,https://portswigger.net/web-security/access-control/lab-referer-based-access-control,lab-referer-based-access-control
Business Logic Vulnerabilities,Excessive trust in client-side controls,🟢 FREE,Apprentice,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-excessive-trust-in-client-side-controls,lab-logic-flaws-excessive-trust-in-client-side-controls
Business Logic Vulnerabilities,High-level logic vulnerability,🟢 FREE,Apprentice,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-high-level,lab-logic-flaws-high-level
Business Logic Vulnerabilities,Inconsistent security controls,🟢 FREE,Apprentice,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-inconsistent-security-controls,lab-logic-flaws-inconsistent-security-controls
Business Logic Vulnerabilities,Flawed enforcement of business rules,🟢 FREE,Apprentice,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-flawed-enforcement-of-business-rules,lab-logic-flaws-flawed-enforcement-of-business-rules
Business Logic Vulnerabilities,Low-level logic flaw,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-low-level,lab-logic-flaws-low-level
Business Logic Vulnerabilities,Inconsistent handling of exceptional input,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-inconsistent-handling-of-exceptional-input,lab-logic-flaws-inconsistent-handling-of-exceptional-input
Business Logic Vulnerabilities,Weak isolation on dual-use endpoint,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-weak-isolation-on-dual-use-endpoint,lab-logic-flaws-weak-isolation-on-dual-use-endpoint
Business Logic Vulnerabilities,Insufficient workflow validation,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-insufficient-workflow-validation,lab-logic-flaws-insufficient-workflow-validation
Business Logic Vulnerabilities,Authentication bypass via flawed state machine,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-authentication-bypass-via-flawed-state-machine,lab-logic-flaws-authentication-bypass-via-flawed-state-machine
Business Logic Vulnerabilities,Infinite money logic flaw,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-infinite-money,lab-logic-flaws-infinite-money
Business Logic Vulnerabilities,Authentication bypass via encryption oracle,🟢 FREE,Practitioner,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-authentication-bypass-via-encryption-oracle,lab-logic-flaws-authentication-bypass-via-encryption-oracle
Business Logic Vulnerabilities,Bypassing access controls using email address parsing discrepancies,🟢 FREE,Expert,https://portswigger.net/web-security/logic-flaws/examples/lab-logic-flaws-bypassing-access-controls-using-email-address-parsing-discrepancies,lab-logic-flaws-bypassing-access-controls-using-email-address-parsing-discrepancies
File Upload Vulnerabilities,Remote code execution via web shell upload,🟢 FREE,Apprentice,https://portswigger.net/web-security/file-upload/lab-file-upload-remote-code-execution-via-web-shell-upload,lab-file-upload-remote-code-execution-via-web-shell-upload
File Upload Vulnerabilities,Web shell upload via Content-Type restriction bypass,🟢 FREE,Apprentice,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-content-type-restriction-bypass,lab-file-upload-web-shell-upload-via-content-type-restriction-bypass
File Upload Vulnerabilities,Web shell upload via path traversal,🟢 FREE,Practitioner,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-path-traversal,lab-file-upload-web-shell-upload-via-path-traversal
File Upload Vulnerabilities,Web shell upload via extension blacklist bypass,🟢 FREE,Practitioner,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-extension-blacklist-bypass,lab-file-upload-web-shell-upload-via-extension-blacklist-bypass
File Upload Vulnerabilities,Web shell upload via obfuscated file extension,🟢 FREE,Practitioner,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-obfuscated-file-extension,lab-file-upload-web-shell-upload-via-obfuscated-file-extension
File Upload Vulnerabilities,Remote code execution via polyglot web shell upload,🟢 FREE,Practitioner,https://portswigger.net/web-security/file-upload/lab-file-upload-remote-code-execution-via-polyglot-web-shell-upload,lab-file-upload-remote-code-execution-via-polyglot-web-shell-upload
File Upload Vulnerabilities,Web shell upload via race condition,🟢 FREE,Expert,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-race-condition,lab-file-upload-web-shell-upload-via-race-condition
SSRF,Basic SSRF against the local server,🟢 FREE,Apprentice,https://portswigger.net/web-security/ssrf/lab-basic-ssrf-against-localhost,lab-basic-ssrf-against-localhost
SSRF,Basic SSRF against another back-end system,🟢 FREE,Apprentice,https://portswigger.net/web-security/ssrf/lab-basic-ssrf-against-backend-system,lab-basic-ssrf-against-backend-system
SSRF,Blind SSRF with out-of-band detection,🟢 FREE,Practitioner,https://portswigger.net/web-security/ssrf/blind/lab-out-of-band-detection,lab-out-of-band-detection
SSRF,SSRF with blacklist-based input filter,🟢 FREE,Practitioner,https://portswigger.net/web-security/ssrf/lab-ssrf-with-blacklist-filter,lab-ssrf-with-blacklist-filter
SSRF,SSRF with filter bypass via open redirection vulnerability,🟢 FREE,Practitioner,https://portswigger.net/web-security/ssrf/lab-ssrf-filter-bypass-via-open-redirection,lab-ssrf-filter-bypass-via-open-redirection
SSRF,Blind SSRF with Shellshock exploitation,🟢 FREE,Expert,https://portswigger.net/web-security/ssrf/blind/lab-shellshock-exploitation,lab-shellshock-exploitation
SSRF,SSRF with whitelist-based input filter,🟢 FREE,Expert,https://portswigger.net/web-security/ssrf/lab-ssrf-with-whitelist-filter,lab-ssrf-with-whitelist-filter
XXE Injection,Exploiting XXE using external entities to retrieve files,🟢 FREE,Apprentice,https://portswigger.net/web-security/xxe/lab-exploiting-xxe-to-retrieve-files,lab-exploiting-xxe-to-retrieve-files
XXE Injection,Exploiting XXE to perform SSRF attacks,🟢 FREE,Apprentice,https://portswigger.net/web-security/xxe/lab-exploiting-xxe-to-perform-ssrf,lab-exploiting-xxe-to-perform-ssrf
XXE Injection,Blind XXE with out-of-band interaction,🟢 FREE,Practitioner,https://portswigger.net/web-security/xxe/blind/lab-xxe-with-out-of-band-interaction,lab-xxe-with-out-of-band-interaction
XXE Injection,Blind XXE with out-of-band interaction via XML parameter entities,🟢 FREE,Practitioner,https://portswigger.net/web-security/xxe/blind/lab-xxe-with-out-of-band-interaction-using-parameter-entities,lab-xxe-with-out-of-band-interaction-using-parameter-entities
XXE Injection,Exploiting blind XXE to exfiltrate data using a malicious external DTD,🟢 FREE,Practitioner,https://portswigger.net/web-security/xxe/blind/lab-xxe-with-out-of-band-exfiltration,lab-xxe-with-out-of-band-exfiltration
XXE Injection,Exploiting blind XXE to retrieve data via error messages,🟢 FREE,Practitioner,https://portswigger.net/web-security/xxe/blind/lab-xxe-with-data-retrieval-via-error-messages,lab-xxe-with-data-retrieval-via-error-messages
XXE Injection,Exploiting XInclude to retrieve files,🟢 FREE,Practitioner,https://portswigger.net/web-security/xxe/lab-xinclude-attack,lab-xinclude-attack
XXE Injection,Exploiting XXE via image file upload,🟢 FREE,Practitioner,https://portswigger.net/web-security/xxe/lab-xxe-via-file-upload,lab-xxe-via-file-upload
XXE Injection,Exploiting XXE to retrieve data by repurposing a local DTD,🟢 FREE,Expert,https://portswigger.net/web-security/xxe/blind/lab-xxe-trigger-error-message-by-repurposing-local-dtd,lab-xxe-trigger-error-message-by-repurposing-local-dtd
CSRF,CSRF vulnerability with no defenses,🟢 FREE,Apprentice,https://portswigger.net/web-security/csrf/lab-no-defenses,lab-no-defenses
CSRF,CSRF where token validation depends on request method,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-token-validation/lab-token-validation-depends-on-request-method,lab-token-validation-depends-on-request-method
CSRF,CSRF where token validation depends on token being present,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-token-validation/lab-token-validation-depends-on-token-being-present,lab-token-validation-depends-on-token-being-present
CSRF,CSRF where token is not tied to user session,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-token-validation/lab-token-not-tied-to-user-session,lab-token-not-tied-to-user-session
CSRF,CSRF where token is tied to non-session cookie,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-token-validation/lab-token-tied-to-non-session-cookie,lab-token-tied-to-non-session-cookie
CSRF,CSRF where token is duplicated in cookie,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-token-validation/lab-token-duplicated-in-cookie,lab-token-duplicated-in-cookie
CSRF,SameSite Lax bypass via method override,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-samesite-restrictions/lab-samesite-lax-bypass-via-method-override,lab-samesite-lax-bypass-via-method-override
CSRF,SameSite Strict bypass via client-side redirect,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-samesite-restrictions/lab-samesite-strict-bypass-via-client-side-redirect,lab-samesite-strict-bypass-via-client-side-redirect
CSRF,SameSite Strict bypass via sibling domain,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-samesite-restrictions/lab-samesite-strict-bypass-via-sibling-domain,lab-samesite-strict-bypass-via-sibling-domain
CSRF,SameSite Lax bypass via cookie refresh,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-samesite-restrictions/lab-samesite-strict-bypass-via-cookie-refresh,lab-samesite-strict-bypass-via-cookie-refresh
CSRF,CSRF where Referer validation depends on header being present,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-referer-based-defenses/lab-referer-validation-depends-on-header-being-present,lab-referer-validation-depends-on-header-being-present
CSRF,CSRF with broken Referer validation,🟢 FREE,Practitioner,https://portswigger.net/web-security/csrf/bypassing-referer-based-defenses/lab-referer-validation-broken,lab-referer-validation-broken
XSS — Apprentice 只,Reflected XSS into HTML context with nothing encoded,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/reflected/lab-html-context-nothing-encoded,lab-html-context-nothing-encoded
XSS — Apprentice 只,Stored XSS into HTML context with nothing encoded,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/stored/lab-html-context-nothing-encoded,lab-html-context-nothing-encoded
XSS — Apprentice 只,DOM XSS in document.write sink using source location.search,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-document-write-sink,lab-document-write-sink
XSS — Apprentice 只,DOM XSS in innerHTML sink using source location.search,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-innerhtml-sink,lab-innerhtml-sink
XSS — Apprentice 只,DOM XSS in jQuery anchor href attribute sink using location.search source,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-jquery-href-attribute-sink,lab-jquery-href-attribute-sink
XSS — Apprentice 只,DOM XSS in jQuery selector sink using a hashchange event,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-jquery-selector-hash-change-event,lab-jquery-selector-hash-change-event
XSS — Apprentice 只,Reflected XSS into attribute with angle brackets HTML-encoded,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-attribute-angle-brackets-html-encoded,lab-attribute-angle-brackets-html-encoded
XSS — Apprentice 只,Stored XSS into anchor href attribute with double quotes HTML-encoded,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-href-attribute-double-quotes-html-encoded,lab-href-attribute-double-quotes-html-encoded
XSS — Apprentice 只,Reflected XSS into a JavaScript string with angle brackets HTML encoded,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-javascript-string-angle-brackets-html-encoded,lab-javascript-string-angle-brackets-html-encoded
XSS — Practitioner,DOM XSS in document.write sink using source location.search inside a select element,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-document-write-sink-inside-select-element,lab-document-write-sink-inside-select-element
XSS — Practitioner,DOM XSS in AngularJS expression with angle brackets and double quotes HTML-encoded,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-angularjs-expression,lab-angularjs-expression
XSS — Practitioner,Reflected DOM XSS,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-dom-xss-reflected,lab-dom-xss-reflected
XSS — Practitioner,Stored DOM XSS,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/dom-based/lab-dom-xss-stored,lab-dom-xss-stored
XSS — Practitioner,Reflected XSS into HTML context with most tags and attributes blocked,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-html-context-with-most-tags-and-attributes-blocked,lab-html-context-with-most-tags-and-attributes-blocked
XSS — Practitioner,Reflected XSS into HTML context with all tags blocked except custom ones,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-html-context-with-all-standard-tags-blocked,lab-html-context-with-all-standard-tags-blocked
XSS — Practitioner,Reflected XSS with some SVG markup allowed,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-some-svg-markup-allowed,lab-some-svg-markup-allowed
XSS — Practitioner,Reflected XSS in canonical link tag,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-canonical-link-tag,lab-canonical-link-tag
XSS — Practitioner,Reflected XSS into a JavaScript string with single quote and backslash escaped,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-javascript-string-single-quote-backslash-escaped,lab-javascript-string-single-quote-backslash-escaped
XSS — Practitioner,Reflected XSS into a JavaScript string with angle brackets and double quotes HTML-encoded and single quotes escaped,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-javascript-string-angle-brackets-double-quotes-encoded-single-quotes-escaped,lab-javascript-string-angle-brackets-double-quotes-encoded-single-quotes-escaped
XSS — Practitioner,Stored XSS into onclick event with angle brackets and double quotes HTML-encoded and single quotes and backslash escaped,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-onclick-event-angle-brackets-double-quotes-html-encoded-single-quotes-backslash-escaped,lab-onclick-event-angle-brackets-double-quotes-html-encoded-single-quotes-backslash-escaped
XSS — Practitioner,"Reflected XSS into a template literal with angle brackets, single, double quotes, backslash and backticks Unicode-escaped",🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-javascript-template-literal-angle-brackets-single-double-quotes-backslash-backticks-escaped,lab-javascript-template-literal-angle-brackets-single-double-quotes-backslash-backticks-escaped
XSS — Practitioner,Exploiting cross-site scripting to steal cookies,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/exploiting/lab-stealing-cookies,lab-stealing-cookies
XSS — Practitioner,Exploiting cross-site scripting to capture passwords,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/exploiting/lab-capturing-passwords,lab-capturing-passwords
XSS — Practitioner,Exploiting XSS to bypass CSRF defenses,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/exploiting/lab-perform-csrf,lab-perform-csrf
XSS — Practitioner,"Reflected XSS protected by very strict CSP, with dangling markup attack",🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/content-security-policy/lab-very-strict-csp-with-dangling-markup-attack,lab-very-strict-csp-with-dangling-markup-attack
XSS — Expert,Reflected XSS with AngularJS sandbox escape without strings,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/client-side-template-injection/lab-angular-sandbox-escape-without-strings,lab-angular-sandbox-escape-without-strings
XSS — Expert,Reflected XSS with AngularJS sandbox escape and CSP,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/client-side-template-injection/lab-angular-sandbox-escape-and-csp,lab-angular-sandbox-escape-and-csp
XSS — Expert,Reflected XSS with event handlers and href attributes blocked,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-event-handlers-and-href-attributes-blocked,lab-event-handlers-and-href-attributes-blocked
XSS — Expert,Reflected XSS in a JavaScript URL with some characters blocked,🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/contexts/lab-javascript-url-some-characters-blocked,lab-javascript-url-some-characters-blocked
XSS — Expert,"Reflected XSS protected by CSP, with CSP bypass",🟢 FREE,Practitioner,https://portswigger.net/web-security/cross-site-scripting/content-security-policy/lab-csp-bypass,lab-csp-bypass
CORS,CORS vulnerability with basic origin reflection,🟢 FREE,Apprentice,https://portswigger.net/web-security/cors/lab-basic-origin-reflection-attack,lab-basic-origin-reflection-attack
CORS,CORS vulnerability with trusted null origin,🟢 FREE,Apprentice,https://portswigger.net/web-security/cors/lab-null-origin-whitelisted-attack,lab-null-origin-whitelisted-attack
CORS,CORS vulnerability with trusted insecure protocols,🟢 FREE,Practitioner,https://portswigger.net/web-security/cors/lab-breaking-https-attack,lab-breaking-https-attack
Clickjacking,Basic clickjacking with CSRF token protection,🟢 FREE,Apprentice,https://portswigger.net/web-security/clickjacking/lab-basic-csrf-protected,lab-basic-csrf-protected
Clickjacking,Clickjacking with form input data prefilled from a URL parameter,🟢 FREE,Apprentice,https://portswigger.net/web-security/clickjacking/lab-prefilled-form-input,lab-prefilled-form-input
Clickjacking,Clickjacking with a frame buster script,🟢 FREE,Apprentice,https://portswigger.net/web-security/clickjacking/lab-frame-buster-script,lab-frame-buster-script
Clickjacking,Exploiting clickjacking vulnerability to trigger DOM-based XSS,🟢 FREE,Practitioner,https://portswigger.net/web-security/clickjacking/lab-exploiting-to-trigger-dom-based-xss,lab-exploiting-to-trigger-dom-based-xss
Clickjacking,Multistep clickjacking,🟢 FREE,Practitioner,https://portswigger.net/web-security/clickjacking/lab-multistep,lab-multistep
DOM-based Vulnerabilities,DOM XSS using web messages,🟢 FREE,Practitioner,https://portswigger.net/web-security/dom-based/controlling-the-web-message-source/lab-dom-xss-using-web-messages,lab-dom-xss-using-web-messages
DOM-based Vulnerabilities,DOM XSS using web messages and a JavaScript URL,🟢 FREE,Practitioner,https://portswigger.net/web-security/dom-based/controlling-the-web-message-source/lab-dom-xss-using-web-messages-and-a-javascript-url,lab-dom-xss-using-web-messages-and-a-javascript-url
DOM-based Vulnerabilities,DOM XSS using web messages and JSON.parse,🟢 FREE,Practitioner,https://portswigger.net/web-security/dom-based/controlling-the-web-message-source/lab-dom-xss-using-web-messages-and-json-parse,lab-dom-xss-using-web-messages-and-json-parse
DOM-based Vulnerabilities,DOM-based open redirection,🟢 FREE,Practitioner,https://portswigger.net/web-security/dom-based/open-redirection/lab-dom-open-redirection,lab-dom-open-redirection
