Category,Title,Room Code,Tier,Difficulty,URL
Systems & Fundamentals,React2Shellcve202555182,react2shellcve202555182,🟢 FREE,Practitioner,https://tryhackme.com/room/react2shellcve202555182
Security Labs & CTF,Redisl33T,redisl33t,🟢 FREE,Practitioner,https://tryhackme.com/room/redisl33t
Security Labs & CTF,Rfirmware,rfirmware,🟢 FREE,Practitioner,https://tryhackme.com/room/rfirmware
Security Labs & CTF,Securegitops,securegitops,🟢 FREE,Practitioner,https://tryhackme.com/room/securegitops
Security Labs & CTF,Seetworoom,seetworoom,🟢 FREE,Practitioner,https://tryhackme.com/room/seetworoom
Security Labs & CTF,Signatureevasion,signatureevasion,🟢 FREE,Practitioner,https://tryhackme.com/room/signatureevasion
SOC & Detection,Splunkforloganalysis Aoc2025 X8Fj2K4Rqp,splunkforloganalysis-aoc2025-x8fj2k4rqp,🟢 FREE,Practitioner,https://tryhackme.com/room/splunkforloganalysis-aoc2025-x8fj2k4rqp
Security Labs & CTF,Spottingphishing Aoc2025 R2G4F6S8L0,spottingphishing-aoc2025-r2g4f6s8l0,🟢 FREE,Practitioner,https://tryhackme.com/room/spottingphishing-aoc2025-r2g4f6s8l0
Security Labs & CTF,Sqlmap,sqlmap,🟢 FREE,Practitioner,https://tryhackme.com/room/sqlmap
Security Labs & CTF,Supplychainattacks,supplychainattacks,🟢 FREE,Practitioner,https://tryhackme.com/room/supplychainattacks
Active Directory & Windows,Tardigrade,tardigrade,🟢 FREE,Practitioner,https://tryhackme.com/room/tardigrade
Security Labs & CTF,Thenewyorkflankees,thenewyorkflankees,🟢 FREE,Practitioner,https://tryhackme.com/room/thenewyorkflankees
Security Labs & CTF,Thestickershop,thestickershop,🟢 FREE,Practitioner,https://tryhackme.com/room/thestickershop
Security Labs & CTF,Tonythetiger,tonythetiger,🟢 FREE,Practitioner,https://tryhackme.com/room/tonythetiger
DFIR & Forensics,Tsharkcliwiresharkfeatures,tsharkcliwiresharkfeatures,🟢 FREE,Practitioner,https://tryhackme.com/room/tsharkcliwiresharkfeatures
Security Labs & CTF,Tsharkthebasics,tsharkthebasics,🟢 FREE,Practitioner,https://tryhackme.com/room/tsharkthebasics
Security Labs & CTF,Virtualizationandcontainers,virtualizationandcontainers,🟢 FREE,Practitioner,https://tryhackme.com/room/virtualizationandcontainers
Security Labs & CTF,Vulnnetroasted,vulnnetroasted,🟢 FREE,Practitioner,https://tryhackme.com/room/vulnnetroasted
Security Labs & CTF,Wazuhct,wazuhct,🟢 FREE,Practitioner,https://tryhackme.com/room/wazuhct
Security Labs & CTF,Weaponization,weaponization,🟢 FREE,Practitioner,https://tryhackme.com/room/weaponization
DFIR & Forensics,Webattackforensics Aoc2025 B4T7C1D5F8,webattackforensics-aoc2025-b4t7c1d5f8,🟢 FREE,Practitioner,https://tryhackme.com/room/webattackforensics-aoc2025-b4t7c1d5f8
Web Exploitation,Webenumerationv2,webenumerationv2,🟢 FREE,Practitioner,https://tryhackme.com/room/webenumerationv2
Security Labs & CTF,Wgelctf,wgelctf,🟢 FREE,Practitioner,https://tryhackme.com/room/wgelctf
Active Directory & Windows,Windowsapi,windowsapi,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsapi
Active Directory & Windows,Windowsmemoryandnetwork,windowsmemoryandnetwork,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsmemoryandnetwork
Active Directory & Windows,Windowsmemoryanduseractivity,windowsmemoryanduseractivity,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsmemoryanduseractivity
Active Directory & Windows,Windowsthreatdetection3,windowsthreatdetection3,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsthreatdetection3
Active Directory & Windows,Windowsuseraccountforensics,windowsuseraccountforensics,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsuseraccountforensics
Security Labs & CTF,Writingpentestreports,writingpentestreports,🟢 FREE,Practitioner,https://tryhackme.com/room/writingpentestreports
Security Labs & CTF,Xdrcredentialaccess,xdrcredentialaccess,🟢 FREE,Practitioner,https://tryhackme.com/room/xdrcredentialaccess
Security Labs & CTF,Yougotmail,yougotmail,🟢 FREE,Practitioner,https://tryhackme.com/room/yougotmail
Security Labs & CTF,Androidanalysis,androidanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/androidanalysis
Security Labs & CTF,Annie,annie,🟢 FREE,Practitioner,https://tryhackme.com/room/annie
Security Labs & CTF,Attacktivedirectory,attacktivedirectory,🟢 FREE,Practitioner,https://tryhackme.com/room/attacktivedirectory
Security Labs & CTF,B3Dr0Ck,b3dr0ck,🟢 FREE,Practitioner,https://tryhackme.com/room/b3dr0ck
Security Labs & CTF,Becomingafirstresponder,becomingafirstresponder,🟢 FREE,Practitioner,https://tryhackme.com/room/becomingafirstresponder
Systems & Fundamentals,Beginnerpathintro,beginnerpathintro,🟢 FREE,Practitioner,https://tryhackme.com/room/beginnerpathintro
Security Labs & CTF,Biohazard,biohazard,🟢 FREE,Practitioner,https://tryhackme.com/room/biohazard
Security Labs & CTF,Blizzard,blizzard,🟢 FREE,Practitioner,https://tryhackme.com/room/blizzard
Security Labs & CTF,Blueprint,blueprint,🟢 FREE,Practitioner,https://tryhackme.com/room/blueprint
Security Labs & CTF,Boogeyman2,boogeyman2,🟢 FREE,Practitioner,https://tryhackme.com/room/boogeyman2
Security Labs & CTF,Cauldron,cauldron,🟢 FREE,Practitioner,https://tryhackme.com/room/cauldron
Security Labs & CTF,Cloud101Aws,cloud101aws,🟢 FREE,Practitioner,https://tryhackme.com/room/cloud101aws
Security Labs & CTF,Confluence202322515,confluence202322515,🟢 FREE,Practitioner,https://tryhackme.com/room/confluence202322515
Cryptography,Crackthehashlevel2,crackthehashlevel2,🟢 FREE,Practitioner,https://tryhackme.com/room/crackthehashlevel2
Security Labs & CTF,Ctf,ctf,🟢 FREE,Practitioner,https://tryhackme.com/room/ctf
Security Labs & CTF,Customtoolingpython,customtoolingpython,🟢 FREE,Practitioner,https://tryhackme.com/room/customtoolingpython
Security Labs & CTF,Cve202226134,cve202226134,🟢 FREE,Practitioner,https://tryhackme.com/room/cve202226134
Security Labs & CTF,Exploitingavulnerabilityv2,exploitingavulnerabilityv2,🟢 FREE,Practitioner,https://tryhackme.com/room/exploitingavulnerabilityv2
Security Labs & CTF,Googledorking,googledorking,🟢 FREE,Practitioner,https://tryhackme.com/room/googledorking
Security Labs & CTF,Healthgpt,healthgpt,🟢 FREE,Practitioner,https://tryhackme.com/room/healthgpt
Security Labs & CTF,Hfb1Sequeldump,hfb1sequeldump,🟢 FREE,Practitioner,https://tryhackme.com/room/hfb1sequeldump
Security Labs & CTF,Hostedhypervisors,hostedhypervisors,🟢 FREE,Practitioner,https://tryhackme.com/room/hostedhypervisors
Security Labs & CTF,Howtousetryhackme,howtousetryhackme,🟢 FREE,Practitioner,https://tryhackme.com/room/howtousetryhackme
Systems & Fundamentals,Htapowershell Aoc2025 P2L5K8J1H4,htapowershell-aoc2025-p2l5k8j1h4,🟢 FREE,Practitioner,https://tryhackme.com/room/htapowershell-aoc2025-p2l5k8j1h4
Security Labs & CTF,Iaaaidm,iaaaidm,🟢 FREE,Practitioner,https://tryhackme.com/room/iaaaidm
Security Labs & CTF,Ice,ice,🟢 FREE,Practitioner,https://tryhackme.com/room/ice
Security Labs & CTF,Idsevasion,idsevasion,🟢 FREE,Practitioner,https://tryhackme.com/room/idsevasion
Systems & Fundamentals,Introductiontocryptops,introductiontocryptops,🟢 FREE,Practitioner,https://tryhackme.com/room/introductiontocryptops
Systems & Fundamentals,Introtoav,introtoav,🟢 FREE,Practitioner,https://tryhackme.com/room/introtoav
Active Directory & Windows,Investigatingwindows,investigatingwindows,🟢 FREE,Practitioner,https://tryhackme.com/room/investigatingwindows
Security Labs & CTF,Iosanalysis,iosanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/iosanalysis
DFIR & Forensics,Iosforensics,iosforensics,🟢 FREE,Practitioner,https://tryhackme.com/room/iosforensics
Security Labs & CTF,Irphilosophyethics,irphilosophyethics,🟢 FREE,Practitioner,https://tryhackme.com/room/irphilosophyethics
Active Directory & Windows,Jackofalltrades,jackofalltrades,🟢 FREE,Practitioner,https://tryhackme.com/room/jackofalltrades
Security Labs & CTF,Juicy,juicy,🟢 FREE,Practitioner,https://tryhackme.com/room/juicy
Security Labs & CTF,Jurassicpark,jurassicpark,🟢 FREE,Practitioner,https://tryhackme.com/room/jurassicpark
Security Labs & CTF,K8Sbestsecuritypractices,k8sbestsecuritypractices,🟢 FREE,Practitioner,https://tryhackme.com/room/k8sbestsecuritypractices
Security Labs & CTF,K8Sruntimesecurity,k8sruntimesecurity,🟢 FREE,Practitioner,https://tryhackme.com/room/k8sruntimesecurity
Security Labs & CTF,Lafb2026E2,lafb2026e2,🟢 FREE,Practitioner,https://tryhackme.com/room/lafb2026e2
Systems & Fundamentals,Linuxfunctionhooking,linuxfunctionhooking,🟢 FREE,Practitioner,https://tryhackme.com/room/linuxfunctionhooking
Systems & Fundamentals,Linuxprocessanalysis,linuxprocessanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/linuxprocessanalysis
SOC & Detection,Linuxthreatdetection1,linuxthreatdetection1,🟢 FREE,Practitioner,https://tryhackme.com/room/linuxthreatdetection1
DFIR & Forensics,Macosforensicsapplications,macosforensicsapplications,🟢 FREE,Practitioner,https://tryhackme.com/room/macosforensicsapplications
Security Labs & CTF,Microservicearchitectures,microservicearchitectures,🟢 FREE,Practitioner,https://tryhackme.com/room/microservicearchitectures
Security Labs & CTF,Monitoringevasion,monitoringevasion,🟢 FREE,Practitioner,https://tryhackme.com/room/monitoringevasion
Security Labs & CTF,Ninjaskills,ninjaskills,🟢 FREE,Practitioner,https://tryhackme.com/room/ninjaskills
Security Labs & CTF,Ntfsanalysis,ntfsanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/ntfsanalysis
Web Exploitation,Owaspapisecuritytop10D0,owaspapisecuritytop10d0,🟢 FREE,Practitioner,https://tryhackme.com/room/owaspapisecuritytop10d0
Systems & Fundamentals,Physicalsecurityintro,physicalsecurityintro,🟢 FREE,Practitioner,https://tryhackme.com/room/physicalsecurityintro
SOC & Detection,Registrypersistencedetection,registrypersistencedetection,🟢 FREE,Practitioner,https://tryhackme.com/room/registrypersistencedetection
Security Labs & CTF,Retracted,retracted,🟢 FREE,Practitioner,https://tryhackme.com/room/retracted
Security Labs & CTF,Revenge,revenge,🟢 FREE,Practitioner,https://tryhackme.com/room/revenge
Security Labs & CTF,Rust,rust,🟢 FREE,Practitioner,https://tryhackme.com/room/rust
Security Labs & CTF,Sast,sast,🟢 FREE,Practitioner,https://tryhackme.com/room/sast
Active Directory & Windows,Sch3Mad3Mon,sch3mad3mon,🟢 FREE,Practitioner,https://tryhackme.com/room/sch3mad3mon
Security Labs & CTF,Searchlightosint,searchlightosint,🟢 FREE,Practitioner,https://tryhackme.com/room/searchlightosint
Security Labs & CTF,Skynet,skynet,🟢 FREE,Practitioner,https://tryhackme.com/room/skynet
Security Labs & CTF,Smaggrotto,smaggrotto,🟢 FREE,Practitioner,https://tryhackme.com/room/smaggrotto
Security Labs & CTF,Solar,solar,🟢 FREE,Practitioner,https://tryhackme.com/room/solar
Security Labs & CTF,Somesint,somesint,🟢 FREE,Practitioner,https://tryhackme.com/room/somesint
Security Labs & CTF,Sourcecodesecurity,sourcecodesecurity,🟢 FREE,Practitioner,https://tryhackme.com/room/sourcecodesecurity
Security Labs & CTF,Sq4 Aoc2025 32Loz4Zepk,sq4-aoc2025-32LoZ4zePK,🟢 FREE,Practitioner,https://tryhackme.com/room/sq4-aoc2025-32LoZ4zePK
Security Labs & CTF,Steelmountain,steelmountain,🟢 FREE,Practitioner,https://tryhackme.com/room/steelmountain
Security Labs & CTF,Sudovulnsbypass,sudovulnsbypass,🟢 FREE,Practitioner,https://tryhackme.com/room/sudovulnsbypass
DFIR & Forensics,Supplementalmemory,supplementalmemory,🟢 FREE,Practitioner,https://tryhackme.com/room/supplementalmemory
Security Labs & CTF,Tomghost,tomghost,🟢 FREE,Practitioner,https://tryhackme.com/room/tomghost
DFIR & Forensics,Volatilityessentials,volatilityessentials,🟢 FREE,Practitioner,https://tryhackme.com/room/volatilityessentials
Security Labs & CTF,Wifihacking101,wifihacking101,🟢 FREE,Practitioner,https://tryhackme.com/room/wifihacking101
Active Directory & Windows,Windowsinternals,windowsinternals,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsinternals
Active Directory & Windows,Windowsmemoryandprocs,windowsmemoryandprocs,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsmemoryandprocs
Active Directory & Windows,Windowsprivescarena,windowsprivescarena,🟢 FREE,Practitioner,https://tryhackme.com/room/windowsprivescarena
Security Labs & CTF,Wwbuddy,wwbuddy,🟢 FREE,Practitioner,https://tryhackme.com/room/wwbuddy
Web Exploitation,Xss,xss,🟢 FREE,Practitioner,https://tryhackme.com/room/xss
Web Exploitation,Xss Aoc2025 C5J8B1M4T6,xss-aoc2025-c5j8b1m4t6,🟢 FREE,Practitioner,https://tryhackme.com/room/xss-aoc2025-c5j8b1m4t6
Security Labs & CTF,Yara Aoc2025 Q9W1E3Y5U7,yara-aoc2025-q9w1e3y5u7,🟢 FREE,Practitioner,https://tryhackme.com/room/yara-aoc2025-q9w1e3y5u7
Security Labs & CTF,0X41Haz,0x41haz,🟢 FREE,Practitioner,https://tryhackme.com/room/0x41haz
Active Directory & Windows,Adauthenticatedenumeration,adauthenticatedenumeration,🟢 FREE,Practitioner,https://tryhackme.com/room/adauthenticatedenumeration
Active Directory & Windows,Adcertificatetemplates,adcertificatetemplates,🟢 FREE,Practitioner,https://tryhackme.com/room/adcertificatetemplates
Active Directory & Windows,Advanceddynamicanalysis,advanceddynamicanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/advanceddynamicanalysis
Active Directory & Windows,Advancedstaticanalysis,advancedstaticanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/advancedstaticanalysis
Security Labs & CTF,Alfred,alfred,🟢 FREE,Practitioner,https://tryhackme.com/room/alfred
Security Labs & CTF,Anthem,anthem,🟢 FREE,Practitioner,https://tryhackme.com/room/anthem
Security Labs & CTF,Appsecir,appsecir,🟢 FREE,Practitioner,https://tryhackme.com/room/appsecir
Systems & Fundamentals,Avevasionshellcode,avevasionshellcode,🟢 FREE,Practitioner,https://tryhackme.com/room/avevasionshellcode
Security Labs & CTF,Awsbasicconcepts,awsbasicconcepts,🟢 FREE,Practitioner,https://tryhackme.com/room/awsbasicconcepts
Web Exploitation,Axss,axss,🟢 FREE,Practitioner,https://tryhackme.com/room/axss
Security Labs & CTF,Becomeahackeroa,becomeahackeroa,🟢 FREE,Practitioner,https://tryhackme.com/room/becomeahackeroa
Security Labs & CTF,C4Ptur3Th3Fl4G,c4ptur3th3fl4g,🟢 FREE,Practitioner,https://tryhackme.com/room/c4ptur3th3fl4g
Security Labs & CTF,Captchapocalypse,captchapocalypse,🟢 FREE,Practitioner,https://tryhackme.com/room/captchapocalypse
Security Labs & CTF,Cct2019,cct2019,🟢 FREE,Practitioner,https://tryhackme.com/room/cct2019
Security Labs & CTF,Chrome,chrome,🟢 FREE,Practitioner,https://tryhackme.com/room/chrome
Active Directory & Windows,Commonlinuxprivesc,commonlinuxprivesc,🟢 FREE,Practitioner,https://tryhackme.com/room/commonlinuxprivesc
Cryptography,Crackthehash,crackthehash,🟢 FREE,Practitioner,https://tryhackme.com/room/crackthehash
Security Labs & CTF,Creative,creative,🟢 FREE,Practitioner,https://tryhackme.com/room/creative
Security Labs & CTF,Crmsnatch,crmsnatch,🟢 FREE,Practitioner,https://tryhackme.com/room/crmsnatch
Security Labs & CTF,Crylo4A,crylo4a,🟢 FREE,Practitioner,https://tryhackme.com/room/crylo4a
Security Labs & CTF,Cyberkillchainzmt,cyberkillchainzmt,🟢 FREE,Practitioner,https://tryhackme.com/room/cyberkillchainzmt
Security Labs & CTF,Decryptify,decryptify,🟢 FREE,Practitioner,https://tryhackme.com/room/decryptify
Security Labs & CTF,Detecting C2 With Rita Aoc2025 M9N2B5V8C1,detecting-c2-with-rita-aoc2025-m9n2b5v8c1,🟢 FREE,Practitioner,https://tryhackme.com/room/detecting-c2-with-rita-aoc2025-m9n2b5v8c1
Web Exploitation,Detectingwebddos,detectingwebddos,🟢 FREE,Practitioner,https://tryhackme.com/room/detectingwebddos
Security Labs & CTF,Diskrupt,diskrupt,🟢 FREE,Practitioner,https://tryhackme.com/room/diskrupt
Security Labs & CTF,Dombasedattacks,dombasedattacks,🟢 FREE,Practitioner,https://tryhackme.com/room/dombasedattacks
Security Labs & CTF,Eviction,eviction,🟢 FREE,Practitioner,https://tryhackme.com/room/eviction
Security Labs & CTF,Hackback,hackback,🟢 FREE,Practitioner,https://tryhackme.com/room/hackback
Security Labs & CTF,Hacksmartersecurity,hacksmartersecurity,🟢 FREE,Practitioner,https://tryhackme.com/room/hacksmartersecurity
Security Labs & CTF,Hfb1Evilgpt,hfb1evilgpt,🟢 FREE,Practitioner,https://tryhackme.com/room/hfb1evilgpt
Security Labs & CTF,Hipflask,hipflask,🟢 FREE,Practitioner,https://tryhackme.com/room/hipflask
Security Labs & CTF,Http2Requestsmuggling,http2requestsmuggling,🟢 FREE,Practitioner,https://tryhackme.com/room/http2requestsmuggling
Security Labs & CTF,Ide,ide,🟢 FREE,Practitioner,https://tryhackme.com/room/ide
Systems & Fundamentals,Incidentresponsefundamentals,incidentresponsefundamentals,🟢 FREE,Practitioner,https://tryhackme.com/room/incidentresponsefundamentals
Systems & Fundamentals,Introductiontocloudsecurityc6,introductiontocloudsecurityc6,🟢 FREE,Practitioner,https://tryhackme.com/room/introductiontocloudsecurityc6
Systems & Fundamentals,Introtocredentialharvesting,introtocredentialharvesting,🟢 FREE,Practitioner,https://tryhackme.com/room/introtocredentialharvesting
Systems & Fundamentals,Introtok8S,introtok8s,🟢 FREE,Practitioner,https://tryhackme.com/room/introtok8s
Security Labs & CTF,Kali,kali,🟢 FREE,Practitioner,https://tryhackme.com/room/kali
Security Labs & CTF,Layer2,layer2,🟢 FREE,Practitioner,https://tryhackme.com/room/layer2
Web Exploitation,Ldapinjection,ldapinjection,🟢 FREE,Practitioner,https://tryhackme.com/room/ldapinjection
Security Labs & CTF,Learncyberin25Days,learncyberin25days,🟢 FREE,Practitioner,https://tryhackme.com/room/learncyberin25days
SOC & Detection,Linuxloggingforsoc,linuxloggingforsoc,🟢 FREE,Practitioner,https://tryhackme.com/room/linuxloggingforsoc
Active Directory & Windows,Linuxprivescarena,linuxprivescarena,🟢 FREE,Practitioner,https://tryhackme.com/room/linuxprivescarena
Systems & Fundamentals,Linuxsystemhardening,linuxsystemhardening,🟢 FREE,Practitioner,https://tryhackme.com/room/linuxsystemhardening
Security Labs & CTF,Lostinramslation,lostinramslation,🟢 FREE,Practitioner,https://tryhackme.com/room/lostinramslation
Security Labs & CTF,Multifactorauthentications,multifactorauthentications,🟢 FREE,Practitioner,https://tryhackme.com/room/multifactorauthentications
Security Labs & CTF,Nahamstore,nahamstore,🟢 FREE,Practitioner,https://tryhackme.com/room/nahamstore
SOC & Detection,Networkdiscoverydetection,networkdiscoverydetection,🟢 FREE,Practitioner,https://tryhackme.com/room/networkdiscoverydetection
Web Exploitation,Nosqlinjectiontutorial,nosqlinjectiontutorial,🟢 FREE,Practitioner,https://tryhackme.com/room/nosqlinjectiontutorial
Security Labs & CTF,Obfuscation Aoc2025 E5R8T2Y6U9,obfuscation-aoc2025-e5r8t2y6u9,🟢 FREE,Practitioner,https://tryhackme.com/room/obfuscation-aoc2025-e5r8t2y6u9
Security Labs & CTF,Olympusroom,olympusroom,🟢 FREE,Practitioner,https://tryhackme.com/room/olympusroom
Security Labs & CTF,Outputhandlingandprivacyrisks,outputhandlingandprivacyrisks,🟢 FREE,Practitioner,https://tryhackme.com/room/outputhandlingandprivacyrisks
Security Labs & CTF,Overpass3Hosting,overpass3hosting,🟢 FREE,Practitioner,https://tryhackme.com/room/overpass3hosting
Web Exploitation,Owaspbrokenaccesscontrol,owaspbrokenaccesscontrol,🟢 FREE,Practitioner,https://tryhackme.com/room/owaspbrokenaccesscontrol
Active Directory & Windows,Paddingoracles,paddingoracles,🟢 FREE,Practitioner,https://tryhackme.com/room/paddingoracles
Security Labs & CTF,Peakhill,peakhill,🟢 FREE,Practitioner,https://tryhackme.com/room/peakhill
Systems & Fundamentals,Powershell,powershell,🟢 FREE,Practitioner,https://tryhackme.com/room/powershell
Security Labs & CTF,Race Conditions Aoc2025 D7F0G3H6J9,race-conditions-aoc2025-d7f0g3h6j9,🟢 FREE,Practitioner,https://tryhackme.com/room/race-conditions-aoc2025-d7f0g3h6j9
Active Directory & Windows,Recoveringactivedirectory,recoveringactivedirectory,🟢 FREE,Practitioner,https://tryhackme.com/room/recoveringactivedirectory
Security Labs & CTF,Recovery,recovery,🟢 FREE,Practitioner,https://tryhackme.com/room/recovery
Security Labs & CTF,Robots,robots,🟢 FREE,Practitioner,https://tryhackme.com/room/robots
Security Labs & CTF,Startingoutincybersec,startingoutincybersec,🟢 FREE,Practitioner,https://tryhackme.com/room/startingoutincybersec
Security Labs & CTF,Staticanalysis1,staticanalysis1,🟢 FREE,Practitioner,https://tryhackme.com/room/staticanalysis1
Security Labs & CTF,Tempestincident,tempestincident,🟢 FREE,Practitioner,https://tryhackme.com/room/tempestincident
Security Labs & CTF,Trooper,trooper,🟢 FREE,Practitioner,https://tryhackme.com/room/trooper
Security Labs & CTF,Tsharkchallengesone,tsharkchallengesone,🟢 FREE,Practitioner,https://tryhackme.com/room/tsharkchallengesone
Security Labs & CTF,Ultratech1,ultratech1,🟢 FREE,Practitioner,https://tryhackme.com/room/ultratech1
Systems & Fundamentals,Wafintroduction,wafintroduction,🟢 FREE,Practitioner,https://tryhackme.com/room/wafintroduction
Web Exploitation,Webgoat,webgoat,🟢 FREE,Practitioner,https://tryhackme.com/room/webgoat
Security Labs & CTF,Whiterose,whiterose,🟢 FREE,Practitioner,https://tryhackme.com/room/whiterose
Security Labs & CTF,Wsrequestsmuggling,wsrequestsmuggling,🟢 FREE,Practitioner,https://tryhackme.com/room/wsrequestsmuggling
Web Exploitation,Xxeinjection,xxeinjection,🟢 FREE,Practitioner,https://tryhackme.com/room/xxeinjection
Active Directory & Windows,Adbasicenumeration,adbasicenumeration,🟢 FREE,Practitioner,https://tryhackme.com/room/adbasicenumeration
Active Directory & Windows,Advancedsqlinjection,advancedsqlinjection,🟢 FREE,Practitioner,https://tryhackme.com/room/advancedsqlinjection
Active Directory & Windows,Adventofcyber24Sidequest,adventofcyber24sidequest,🟢 FREE,Practitioner,https://tryhackme.com/room/adventofcyber24sidequest
Security Labs & CTF,Agentt,agentt,🟢 FREE,Practitioner,https://tryhackme.com/room/agentt
Security Labs & CTF,Aiforcyber Aoc2025 Y9Wwq1Zrgb,AIforcyber-aoc2025-y9wWQ1zRgB,🟢 FREE,Practitioner,https://tryhackme.com/room/AIforcyber-aoc2025-y9wWQ1zRgB
Security Labs & CTF,Archangel,archangel,🟢 FREE,Practitioner,https://tryhackme.com/room/archangel
Active Directory & Windows,Attackingkerberos,attackingkerberos,🟢 FREE,Practitioner,https://tryhackme.com/room/attackingkerberos
Security Labs & CTF,Auditingandmonitoringse,auditingandmonitoringse,🟢 FREE,Practitioner,https://tryhackme.com/room/auditingandmonitoringse
Security Labs & CTF,Auroraedr,auroraedr,🟢 FREE,Practitioner,https://tryhackme.com/room/auroraedr
Security Labs & CTF,Awssecuritylogging,awssecuritylogging,🟢 FREE,Practitioner,https://tryhackme.com/room/awssecuritylogging
Active Directory & Windows,Badbyte,badbyte,🟢 FREE,Practitioner,https://tryhackme.com/room/badbyte
Security Labs & CTF,Baselineanomalies,baselineanomalies,🟢 FREE,Practitioner,https://tryhackme.com/room/baselineanomalies
Systems & Fundamentals,Bashscripting,bashscripting,🟢 FREE,Practitioner,https://tryhackme.com/room/bashscripting
Security Labs & CTF,Benign,benign,🟢 FREE,Practitioner,https://tryhackme.com/room/benign
Security Labs & CTF,Billing,billing,🟢 FREE,Practitioner,https://tryhackme.com/room/billing
Security Labs & CTF,Blaster,blaster,🟢 FREE,Practitioner,https://tryhackme.com/room/blaster
Security Labs & CTF,Blockroom,blockroom,🟢 FREE,Practitioner,https://tryhackme.com/room/blockroom
Cryptography,Breakingcryptothesimpleway,breakingcryptothesimpleway,🟢 FREE,Practitioner,https://tryhackme.com/room/breakingcryptothesimpleway
Security Labs & CTF,Bsidesgtanonforce,bsidesgtanonforce,🟢 FREE,Practitioner,https://tryhackme.com/room/bsidesgtanonforce
Security Labs & CTF,Bsidesgtthompson,bsidesgtthompson,🟢 FREE,Practitioner,https://tryhackme.com/room/bsidesgtthompson
Security Labs & CTF,Bugged,bugged,🟢 FREE,Practitioner,https://tryhackme.com/room/bugged
Security Labs & CTF,Capabasics,capabasics,🟢 FREE,Practitioner,https://tryhackme.com/room/capabasics
Security Labs & CTF,Catregex,catregex,🟢 FREE,Practitioner,https://tryhackme.com/room/catregex
Security Labs & CTF,Clocky,clocky,🟢 FREE,Practitioner,https://tryhackme.com/room/clocky
Security Labs & CTF,Containervulnerabilitiesdg,containervulnerabilitiesDG,🟢 FREE,Practitioner,https://tryhackme.com/room/containervulnerabilitiesDG
Security Labs & CTF,Corp,corp,🟢 FREE,Practitioner,https://tryhackme.com/room/corp
Security Labs & CTF,Corridor,corridor,🟢 FREE,Practitioner,https://tryhackme.com/room/corridor
Security Labs & CTF,Ctfcollectionvol2,ctfcollectionvol2,🟢 FREE,Practitioner,https://tryhackme.com/room/ctfcollectionvol2
Security Labs & CTF,Django,django,🟢 FREE,Practitioner,https://tryhackme.com/room/django
Security Labs & CTF,Dllhijacking,dllhijacking,🟢 FREE,Practitioner,https://tryhackme.com/room/dllhijacking
Security Labs & CTF,Easypeasyctf,easypeasyctf,🟢 FREE,Practitioner,https://tryhackme.com/room/easypeasyctf
Security Labs & CTF,Elbandito,elbandito,🟢 FREE,Practitioner,https://tryhackme.com/room/elbandito
Security Labs & CTF,Fileinc,fileinc,🟢 FREE,Practitioner,https://tryhackme.com/room/fileinc
Security Labs & CTF,Gatekeeper,gatekeeper,🟢 FREE,Practitioner,https://tryhackme.com/room/gatekeeper
Security Labs & CTF,Gettingstarted,gettingstarted,🟢 FREE,Practitioner,https://tryhackme.com/room/gettingstarted
Security Labs & CTF,Glitch,glitch,🟢 FREE,Practitioner,https://tryhackme.com/room/glitch
Security Labs & CTF,Hardeningbasicspart1,hardeningbasicspart1,🟢 FREE,Practitioner,https://tryhackme.com/room/hardeningbasicspart1
Security Labs & CTF,Hardeningbasicspart2,hardeningbasicspart2,🟢 FREE,Practitioner,https://tryhackme.com/room/hardeningbasicspart2
Security Labs & CTF,Hfb1Hideandseek,hfb1hideandseek,🟢 FREE,Practitioner,https://tryhackme.com/room/hfb1hideandseek
Security Labs & CTF,Hfb1Sneakypatch,hfb1sneakypatch,🟢 FREE,Practitioner,https://tryhackme.com/room/hfb1sneakypatch
Security Labs & CTF,Hfb1Thegame,hfb1thegame,🟢 FREE,Practitioner,https://tryhackme.com/room/hfb1thegame
Security Labs & CTF,Identificationandscoping,identificationandscoping,🟢 FREE,Practitioner,https://tryhackme.com/room/identificationandscoping
Security Labs & CTF,Initialaccesspot,initialaccesspot,🟢 FREE,Practitioner,https://tryhackme.com/room/initialaccesspot
Systems & Fundamentals,Intromalwareanalysis,intromalwareanalysis,🟢 FREE,Practitioner,https://tryhackme.com/room/intromalwareanalysis
Systems & Fundamentals,Intronetworksecurity,intronetworksecurity,🟢 FREE,Practitioner,https://tryhackme.com/room/intronetworksecurity
